month,year,month_num,region,category,segment,total_orders,total_units,revenue,revenue_prev_month,revenue_mom_change,revenue_mom_pct,revenue_yoy_pct,pcogs,pcogs_mom_change,pcogs_mom_pct,pcogs_yoy_pct,ops,ops_mom_change,ops_mom_pct,ops_yoy_pct,profit_margin_pct,margin_mom_change,margin_yoy_change,conversion_rate,conversion_mom_change,conversion_yoy_change
2014-03,2014,3,East,Office Supplies,Corporate,5.0,35.0,482.06,13.8,468.26,3393.19,,302.84,291.63,2601.52,,485.31,468.06,2713.39,,37.6,2.59,,80.0,-20.0,
2014-03,2014,3,East,Office Supplies,Home Office,4.0,22.0,2331.76,19.4,2312.36,11919.38,,1919.53,1896.9,8382.24,,2450.64,2426.32,9976.64,,21.67,14.68,,100.0,0.0,
2014-03,2014,3,East,Technology,Consumer,1.0,3.0,479.97,74.52,405.45,544.08,,302.38,147.13,94.77,,479.97,355.77,286.45,,37.0,62.0,,100.0,100.0,
2014-03,2014,3,East,Technology,Corporate,2.0,8.0,687.23,115.36,571.87,495.73,,499.81,434.05,660.05,,687.23,571.87,495.73,,27.27,-15.73,,100.0,0.0,
2014-03,2014,3,East,Technology,Home Office,4.0,15.0,1477.42,343.33,1134.09,330.32,,1312.83,1022.13,351.61,,1844.28,1500.95,437.17,,28.82,13.49,,100.0,0.0,
2014-03,2014,3,South,Furniture,Consumer,2.0,6.0,537.64,1256.22,-718.58,-57.2,,690.4,-490.45,-41.53,,672.05,-584.17,-46.5,,-2.73,-8.73,,50.0,-50.0,
2014-03,2014,3,South,Furniture,Home Office,1.0,5.0,122.49,2573.82,-2451.33,-95.24,,129.75,-1697.66,-92.9,,153.12,-2420.7,-94.05,,15.26,-13.74,,100.0,0.0,
2014-03,2014,3,South,Office Supplies,Consumer,5.0,31.0,309.29,62.0,247.29,398.85,,438.49,392.36,850.55,,444.78,371.65,508.2,,1.41,-35.51,,80.0,-20.0,
2014-03,2014,3,South,Office Supplies,Home Office,1.0,10.0,38.66,653.12,-614.46,-94.08,,33.92,-339.91,-90.93,,48.33,-604.79,-92.6,,29.8,-12.96,,100.0,0.0,
2014-03,2014,3,South,Technology,Home Office,1.0,10.0,11729.89,1147.94,10581.95,921.82,,25287.29,24457.13,2946.07,,23459.78,22311.84,1943.64,,-7.79,-35.47,,0.0,-100.0,
2014-03,2014,3,West,Furniture,Consumer,8.0,37.0,3274.23,103.65,3170.58,3058.93,,3716.29,3562.43,2315.37,,3910.61,3781.04,2918.14,,4.97,23.72,,75.0,75.0,
2014-03,2014,3,West,Furniture,Corporate,2.0,8.0,402.7,30.98,371.72,1199.87,,851.79,736.54,639.08,,616.8,554.84,895.48,,-38.1,47.91,,0.0,0.0,
2014-03,2014,3,West,Furniture,Home Office,3.0,15.0,2356.85,,,,,2456.62,,,,2668.84,,,,7.95,,,66.67,,
2014-03,2014,3,West,Office Supplies,Consumer,13.0,100.0,1174.51,95.06,1079.45,1135.55,,1036.13,902.3,674.21,,1275.89,1138.97,831.85,,18.79,16.53,,84.62,59.62,
2014-03,2014,3,West,Office Supplies,Corporate,5.0,36.0,403.22,320.58,82.64,25.78,,281.3,-11.56,-3.95,,436.94,116.36,36.3,,35.62,26.97,,80.0,-20.0,
2014-03,2014,3,West,Office Supplies,Home Office,1.0,7.0,47.76,112.91,-65.15,-57.7,,24.95,-53.63,-68.25,,47.76,-81.73,-63.12,,47.76,8.44,,100.0,0.0,
2014-03,2014,3,West,Technology,Consumer,1.0,12.0,82.8,144.77,-61.97,-42.81,,76.18,-91.21,-54.49,,82.8,-98.16,-54.24,,8.0,0.5,,100.0,0.0,
2014-03,2014,3,West,Technology,Corporate,2.0,9.0,3522.96,239.97,3282.99,1368.08,,2615.86,2462.28,1603.26,,3528.71,3288.74,1370.48,,25.87,-10.13,,100.0,0.0,
2014-03,2014,3,West,Technology,Home Office,2.0,5.0,383.48,,,,,446.76,,,,477.86,,,,6.51,,,100.0,,
2014-04,2014,4,Central,Furniture,Corporate,1.0,2.0,449.27,754.61,-305.34,-40.46,,491.39,-369.0,-42.89,,561.58,-381.7,-40.47,,12.5,3.71,,100.0,0.0,
2014-04,2014,4,Central,Furniture,Home Office,2.0,12.0,599.55,443.88,155.67,35.07,,712.16,-94.07,-11.67,,772.84,138.72,21.88,,7.85,34.99,,100.0,100.0,
2014-04,2014,4,Central,Office Supplies,Consumer,1.0,12.0,48.17,1498.27,-1450.1,-96.78,,40.39,-1818.83,-97.83,,60.21,-1720.7,-96.62,,32.92,37.32,,100.0,25.0,
2014-04,2014,4,Central,Office Supplies,Corporate,5.0,41.0,1110.61,440.78,669.83,151.96,,879.45,438.65,99.51,,1143.71,645.83,129.72,,23.1,11.64,,80.0,-20.0,
2014-04,2014,4,Central,Office Supplies,Home Office,3.0,15.0,122.49,93.58,28.91,30.89,,101.1,24.31,31.66,,131.06,14.08,12.04,,22.85,-11.51,,66.67,-33.33,
2014-04,2014,4,Central,Technology,Corporate,3.0,7.0,559.93,516.33,43.6,8.44,,327.36,-204.38,-38.44,,559.93,-85.49,-13.25,,41.54,23.93,,100.0,0.0,
2014-04,2014,4,Central,Technology,Home Office,1.0,6.0,606.68,402.44,204.24,50.75,,492.93,74.07,17.68,,758.35,183.44,31.91,,35.0,7.86,,100.0,0.0,
2014-04,2014,4,East,Furniture,Consumer,2.0,9.0,819.44,1135.18,-315.74,-27.81,,1384.83,-184.1,-11.73,,1163.15,-308.46,-20.96,,-19.06,-12.45,,50.0,0.0,
2014-04,2014,4,East,Furniture,Corporate,1.0,2.0,177.68,1959.14,-1781.46,-90.93,,131.48,-4257.77,-97.0,,177.68,-3087.55,-94.56,,26.0,60.42,,100.0,100.0,
2014-04,2014,4,East,Furniture,Home Office,3.0,7.0,248.67,200.11,48.56,24.27,,337.47,104.5,44.86,,330.5,92.2,38.69,,-2.11,-4.35,,66.67,16.67,
2014-04,2014,4,East,Office Supplies,Consumer,3.0,20.0,172.87,854.83,-681.96,-79.78,,113.89,-807.62,-87.64,,183.75,-836.71,-81.99,,38.03,28.34,,100.0,0.0,
2014-04,2014,4,East,Office Supplies,Corporate,9.0,73.0,892.45,482.06,410.39,85.13,,1612.32,1309.48,432.4,,1361.31,876.0,180.5,,-18.44,-56.04,,77.78,-2.22,
2014-04,2014,4,East,Office Supplies,Home Office,5.0,18.0,189.85,2331.76,-2141.91,-91.86,,107.42,-1812.11,-94.4,,191.91,-2258.73,-92.17,,44.03,22.36,,80.0,-20.0,
2014-04,2014,4,East,Technology,Consumer,2.0,7.0,1363.95,479.97,883.98,184.17,,1568.75,1266.37,418.8,,1699.94,1219.97,254.18,,7.72,-29.28,,100.0,0.0,
2014-04,2014,4,East,Technology,Corporate,2.0,17.0,673.11,687.23,-14.12,-2.05,,529.7,29.89,5.98,,701.88,14.65,2.13,,24.53,-2.74,,100.0,0.0,
2014-04,2014,4,East,Technology,Home Office,3.0,9.0,694.36,1477.42,-783.06,-53.0,,505.59,-807.24,-61.49,,717.71,-1126.57,-61.08,,29.56,0.74,,100.0,0.0,
2014-04,2014,4,South,Furniture,Consumer,1.0,2.0,51.96,537.64,-485.68,-90.34,,38.97,-651.43,-94.36,,51.96,-620.09,-92.27,,25.0,27.73,,100.0,50.0,
2014-04,2014,4,South,Furniture,Corporate,1.0,3.0,262.22,193.9,68.32,35.23,,326.65,193.8,145.88,,308.5,114.6,59.1,,-5.88,-37.36,,0.0,-100.0,
2014-04,2014,4,South,Office Supplies,Consumer,2.0,11.0,188.68,309.29,-120.61,-39.0,,132.67,-305.82,-69.74,,188.68,-256.1,-57.58,,29.69,28.28,,100.0,20.0,
2014-04,2014,4,South,Office Supplies,Corporate,4.0,21.0,927.67,79.96,847.71,1060.17,,913.41,850.39,1349.4,,931.29,851.33,1064.69,,1.92,-19.27,,75.0,-25.0,
2014-04,2014,4,South,Technology,Consumer,1.0,7.0,1049.93,234.45,815.48,347.83,,755.95,624.66,475.79,,1049.93,815.48,347.83,,28.0,-16.0,,100.0,0.0,
2014-04,2014,4,South,Technology,Corporate,2.0,23.0,1433.05,306.56,1126.49,367.46,,1523.3,1300.8,584.63,,1735.75,1429.19,466.2,,12.24,-15.18,,100.0,0.0,
2014-04,2014,4,West,Furniture,Consumer,5.0,11.0,399.56,3274.23,-2874.67,-87.8,,643.61,-3072.68,-82.68,,563.52,-3347.09,-85.59,,-14.21,-19.18,,60.0,-15.0,
2014-04,2014,4,West,Furniture,Corporate,4.0,23.0,2178.76,402.7,1776.06,441.04,,1746.01,894.22,104.98,,2224.82,1608.02,260.7,,21.52,59.62,,100.0,100.0,
2014-04,2014,4,West,Furniture,Home Office,1.0,10.0,1492.88,2356.85,-863.97,-36.66,,1577.91,-878.71,-35.77,,1790.29,-878.55,-32.92,,11.86,3.91,,100.0,33.33,
2014-04,2014,4,West,Office Supplies,Consumer,10.0,74.0,2197.83,1174.51,1023.32,87.13,,1769.33,733.2,70.76,,2238.42,962.53,75.44,,20.96,2.17,,100.0,15.38,
2014-04,2014,4,West,Office Supplies,Corporate,5.0,39.0,4349.49,403.22,3946.27,978.69,,4204.83,3923.53,1394.78,,4362.39,3925.45,898.4,,3.61,-32.01,,100.0,20.0,
2014-04,2014,4,West,Office Supplies,Home Office,4.0,21.0,352.38,47.76,304.62,637.81,,280.05,255.1,1022.44,,362.34,314.58,658.67,,22.71,-25.05,,75.0,-25.0,
2014-04,2014,4,West,Technology,Consumer,6.0,31.0,1580.29,82.8,1497.49,1808.56,,1505.18,1429.0,1875.82,,1909.05,1826.25,2205.62,,21.16,13.16,,100.0,0.0,
2014-04,2014,4,West,Technology,Corporate,2.0,3.0,62.89,3522.96,-3460.07,-98.21,,52.45,-2563.41,-97.99,,62.89,-3465.82,-98.22,,16.6,-9.27,,100.0,0.0,
2014-05,2014,5,Central,Furniture,Consumer,5.0,21.0,1261.5,10.06,1251.44,12439.76,,1291.86,1255.38,3441.28,,1422.09,1396.93,5552.19,,9.16,54.15,,60.0,60.0,
2014-05,2014,5,Central,Office Supplies,Consumer,5.0,28.0,348.92,48.17,300.75,624.35,,489.62,449.23,1112.23,,421.65,361.44,600.3,,-16.12,-49.04,,80.0,-20.0,
2014-05,2014,5,Central,Office Supplies,Corporate,1.0,18.0,158.71,1110.61,-951.9,-85.71,,107.91,-771.54,-87.73,,158.71,-985.0,-86.12,,32.0,8.9,,100.0,20.0,
2014-05,2014,5,Central,Office Supplies,Home Office,4.0,26.0,339.55,122.49,217.06,177.21,,225.79,124.69,123.33,,367.7,236.64,180.56,,38.59,15.74,,100.0,33.33,
2014-05,2014,5,Central,Technology,Consumer,2.0,5.0,164.61,593.27,-428.66,-72.25,,184.59,-477.91,-72.14,,205.77,-524.45,-71.82,,10.29,1.02,,100.0,0.0,
2014-05,2014,5,East,Furniture,Consumer,2.0,5.0,565.48,819.44,-253.96,-30.99,,967.09,-417.74,-30.17,,807.83,-355.32,-30.55,,-19.71,-0.65,,0.0,-50.0,
2014-05,2014,5,East,Furniture,Corporate,6.0,41.0,1682.5,177.68,1504.82,846.93,,2240.52,2109.04,1604.08,,2221.91,2044.23,1150.51,,-0.84,-26.84,,50.0,-50.0,
2014-05,2014,5,East,Office Supplies,Consumer,8.0,48.0,566.79,172.87,393.92,227.87,,417.9,304.01,266.93,,632.71,448.96,244.33,,33.95,-4.08,,100.0,0.0,
2014-05,2014,5,East,Office Supplies,Corporate,7.0,36.0,641.89,892.45,-250.56,-28.08,,584.09,-1028.23,-63.77,,657.36,-703.95,-51.71,,11.14,29.58,,100.0,22.22,
2014-05,2014,5,East,Office Supplies,Home Office,1.0,12.0,34.9,189.85,-154.95,-81.62,,288.93,181.51,168.97,,122.05,-69.86,-36.4,,-136.73,-180.76,,100.0,20.0,
2014-05,2014,5,East,Technology,Consumer,4.0,15.0,1204.37,1363.95,-159.58,-11.7,,1717.54,148.79,9.48,,1955.16,255.22,15.01,,12.15,4.43,,75.0,-25.0,
2014-05,2014,5,East,Technology,Corporate,1.0,2.0,16.63,673.11,-656.48,-97.53,,24.42,-505.28,-95.39,,20.78,-681.1,-97.04,,-17.52,-42.05,,0.0,-100.0,
2014-05,2014,5,South,Furniture,Consumer,2.0,9.0,202.44,51.96,150.48,289.61,,584.51,545.54,1399.9,,377.42,325.46,626.37,,-54.87,-79.87,,50.0,-50.0,
2014-05,2014,5,South,Furniture,Corporate,2.0,7.0,435.0,262.22,172.78,65.89,,502.97,176.32,53.98,,543.76,235.26,76.26,,7.5,13.38,,100.0,100.0,
2014-05,2014,5,South,Office Supplies,Consumer,4.0,15.0,86.3,188.68,-102.38,-54.26,,64.21,-68.46,-51.6,,100.97,-87.71,-46.49,,36.41,6.72,,100.0,0.0,
2014-05,2014,5,South,Office Supplies,Corporate,3.0,18.0,3048.51,927.67,2120.84,228.62,,1677.43,764.02,83.64,,3062.67,2131.38,228.86,,45.23,43.31,,100.0,25.0,
2014-05,2014,5,South,Technology,Consumer,3.0,8.0,714.89,1049.93,-335.04,-31.91,,621.81,-134.14,-17.74,,810.88,-239.05,-22.77,,23.32,-4.68,,100.0,0.0,
2014-05,2014,5,South,Technology,Corporate,4.0,21.0,1731.48,1433.05,298.43,20.82,,1436.42,-86.88,-5.7,,1886.95,151.2,8.71,,23.88,11.64,,100.0,0.0,
2014-05,2014,5,West,Furniture,Consumer,5.0,12.0,843.9,399.56,444.34,111.21,,1412.39,768.78,119.45,,1249.11,685.59,121.66,,-13.07,1.14,,40.0,-20.0,
2014-05,2014,5,West,Furniture,Corporate,1.0,2.0,247.07,2178.76,-1931.69,-88.66,,263.31,-1482.7,-84.92,,290.67,-1934.15,-86.94,,9.41,-12.11,,100.0,0.0,
2014-05,2014,5,West,Office Supplies,Consumer,8.0,38.0,345.57,2197.83,-1852.26,-84.28,,328.95,-1440.38,-81.41,,400.8,-1837.62,-82.09,,17.93,-3.03,,87.5,-12.5,
2014-05,2014,5,West,Office Supplies,Corporate,1.0,3.0,13.62,4349.49,-4335.87,-99.69,,7.49,-4197.34,-99.82,,13.62,-4348.77,-99.69,,45.01,41.4,,100.0,0.0,
2014-05,2014,5,West,Office Supplies,Home Office,4.0,39.0,917.11,352.38,564.73,160.26,,1196.11,916.06,327.11,,1197.38,835.04,230.46,,0.11,-22.6,,100.0,25.0,
2014-05,2014,5,West,Technology,Consumer,5.0,33.0,3613.74,1580.29,2033.45,128.68,,4039.79,2534.61,168.39,,4434.76,2525.71,132.3,,8.91,-12.25,,80.0,-20.0,
2014-05,2014,5,West,Technology,Corporate,1.0,4.0,228.46,62.89,165.57,263.27,,233.92,181.47,345.99,,285.57,222.68,354.08,,18.09,1.49,,100.0,0.0,
2014-06,2014,6,Central,Furniture,Consumer,5.0,25.0,1406.65,1261.5,145.15,11.51,,1921.0,629.14,48.7,,1756.94,334.85,23.55,,-9.34,-18.5,,40.0,-20.0,
2014-06,2014,6,Central,Furniture,Corporate,1.0,5.0,358.27,449.27,-91.0,-20.26,,436.64,-54.75,-11.14,,447.84,-113.74,-20.25,,2.5,-10.0,,100.0,0.0,
2014-06,2014,6,Central,Furniture,Home Office,1.0,7.0,2001.86,599.55,1402.31,233.89,,1421.32,709.16,99.58,,2001.86,1229.02,159.03,,29.0,21.15,,100.0,0.0,
2014-06,2014,6,Central,Office Supplies,Consumer,4.0,32.0,574.54,348.92,225.62,64.66,,815.32,325.7,66.52,,715.36,293.71,69.66,,-13.97,2.15,,100.0,20.0,
2014-06,2014,6,Central,Office Supplies,Corporate,4.0,24.0,243.89,158.71,85.18,53.67,,192.22,84.31,78.13,,269.85,111.14,70.03,,28.77,-3.23,,75.0,-25.0,
2014-06,2014,6,Central,Office Supplies,Home Office,2.0,19.0,1800.06,339.55,1460.51,430.13,,1233.85,1008.06,446.46,,1814.14,1446.44,393.38,,31.99,-6.6,,100.0,0.0,
2014-06,2014,6,Central,Technology,Consumer,2.0,9.0,524.39,164.61,359.78,218.57,,825.52,640.93,347.22,,760.18,554.41,269.43,,-8.59,-18.88,,100.0,0.0,
2014-06,2014,6,Central,Technology,Home Office,1.0,3.0,57.58,606.68,-549.1,-90.51,,60.98,-431.95,-87.63,,71.98,-686.37,-90.51,,15.28,-19.72,,100.0,0.0,
2014-06,2014,6,East,Furniture,Consumer,4.0,22.0,2759.95,565.48,2194.47,388.07,,2691.15,1724.06,178.27,,3067.15,2259.32,279.68,,12.26,31.97,,75.0,75.0,
2014-06,2014,6,East,Furniture,Corporate,1.0,2.0,37.4,1682.5,-1645.1,-97.78,,23.19,-2217.33,-98.96,,37.4,-2184.51,-98.32,,37.99,38.83,,100.0,50.0,
2014-06,2014,6,East,Office Supplies,Consumer,10.0,57.0,1344.58,566.79,777.79,137.23,,1128.52,710.62,170.05,,1466.62,833.91,131.8,,23.05,-10.9,,80.0,-20.0,
2014-06,2014,6,East,Office Supplies,Corporate,2.0,13.0,111.72,641.89,-530.17,-82.6,,65.83,-518.26,-88.73,,111.72,-545.64,-83.0,,41.08,29.94,,100.0,0.0,
2014-06,2014,6,East,Office Supplies,Home Office,3.0,21.0,427.85,34.9,392.95,1125.93,,306.64,17.71,6.13,,451.14,329.09,269.64,,32.03,168.76,,100.0,0.0,
2014-06,2014,6,East,Technology,Consumer,5.0,16.0,1026.67,1204.37,-177.7,-14.75,,845.73,-871.81,-50.76,,1077.06,-878.1,-44.91,,21.48,9.33,,80.0,5.0,
2014-06,2014,6,South,Furniture,Consumer,2.0,6.0,963.94,202.44,761.5,376.16,,1317.91,733.4,125.47,,1332.48,955.06,253.05,,1.09,55.96,,50.0,0.0,
2014-06,2014,6,South,Furniture,Corporate,2.0,6.0,731.34,435.0,296.34,68.12,,1498.59,995.62,197.95,,1162.12,618.36,113.72,,-28.95,-36.45,,50.0,-50.0,
2014-06,2014,6,South,Office Supplies,Consumer,3.0,25.0,357.47,86.3,271.17,314.22,,336.6,272.39,424.22,,457.37,356.4,352.98,,26.41,-10.0,,100.0,0.0,
2014-06,2014,6,South,Office Supplies,Corporate,2.0,16.0,628.33,3048.51,-2420.18,-79.39,,362.44,-1314.99,-78.39,,658.23,-2404.44,-78.51,,44.94,-0.29,,100.0,0.0,
